Name,URL,MRP,Brand,In_The_Box,Type,Model_Name,Capacity_in_Tons,Star_Rating,BEE_Rating_Year,Color,Cooling_and_Heating,Cooling_Capacity,Compressor,Dehumidification,Remote_Control,Refrigerant,Condenser_Coil,Indoor_W_x_H_x_D,Indoor_Unit_Weight,Outdoor_W_x_H_x_D,Outdoor_Unit_Weight,Indoor_Noise_Level,Indoor_Temperature_Indicator,Turbo_Mode,ISEER,Other_Performance_Features,Evaporator_in_Type,Condenser_Fin_Type,Stepped_Louvers,Auto_Air_Swing,Anti_bacteria_Filter,Dust_Filter,Active_Carbon_Filter,Deodorizing_Filter,Other_Filter_Features,Auto_Restart,Timer,Child_Lock,Quiet_Mode,Sleep_Mode,Memory_Feature,Self_Diagnosis,Emergency_Operational_Button,Power_Requirement,Power_Consumption,Night_Glow_Buttons_on_Remote,Battery_Type,Air_Circulation,Other_Remote_Control_Features,Operating_Modes,Technology_Used,Panel_Display,Cooling_Coverage_Area,Additional_Features,Operating_Current,Other_Body_and_Design_Features,Other_Convenience_Features,Other_Power_Features,LED_Backlit_Buttons,Other_Air_Flow_Features,Other_Dimensions
"MarQ by Flipkart 1.5 Ton 3 Star Split AC  - White  (FKAC153SFAA, Copper Condenser)",https://www.flipkart.com/marq-flipkart-1-5-ton-3-star-split-ac-white/p/itmfdfjx3arqvngw?pid=ACNFDFJX35ZJ2VJR&lid=LSTACNFDFJX35ZJ2VJRIQSHKD&marketplace=FLIPKART&srno=b_1_19&otracker=browse&fm=organic&iid=9caa1db4-deba-4aec-84c7-43a3876d3293.ACNFDFJX35ZJ2VJR.SEARCH&ssid=tfe0pmzr280000001585503399736,44999,MarQ by Flipkart,"1 Indoor Unit, 1 Outdoor Unit, 1 Remote Control, 2 N AAA Batteries, 1 Set Installation Plates & Screws , 1 Wiring & 1 N User Manual, 3 meter Copper pipe",Split,FKAC153SFAA,1.5 Ton,3 Star BEE Rating,2019,White,Info Not Available,5100 W,Rotary Compressor,Yes,Yes,R-32,Copper,1000 mm x 230 mm x 295 mm,14 kg,780 mm x 241 mm x 557 mm,40 Kg,Info Not Available,Info Not Available,Yes,3.61 W/W,Info Not Available,Hydrophilic aluminum,Hydrophobic aluminium,Yes,Yes,No,Yes,No,No,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,Yes,Yes,No,Info Not Available,"AC 230 V, 50 Hz",1412 W,Info Not Available,2 AAA Batteries,Info Not Available,Info Not Available,"Sleep Mode, Turbo Cooling Mode",Info Not Available,Hidden Display,110-150 Square Feet sq ft,Blue Fin Evaporator,4.3 A,Rust Proof Casing,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
"Voltas 1.2 Ton 3 Star Split Inverter AC  - White  (153V DZV (R32), Copper Condenser)",https://www.flipkart.com/voltas-1-2-ton-3-star-split-inverter-ac-white/p/itmffdhgbuhgkzdb?pid=ACNFFDHGTZFHZHGY&lid=LSTACNFFDHGTZFHZHGYIMMXSS&marketplace=FLIPKART&srno=b_1_20&otracker=browse&fm=organic&iid=9caa1db4-deba-4aec-84c7-43a3876d3293.ACNFFDHGTZFHZHGY.SEARCH&ssid=tfe0pmzr280000001585503399736,50990,Voltas,1 Indoor UnitConnecting Tube1 Outdoor Unit,Split,153V DZV (R32),1.2 Ton,3 Star BEE Rating,2019,White,Info Not Available,4250 W,High EER Rotary - BLDC,Yes,Yes,R32,Copper,802 mm x 297 mm x 189 mm,9.5 kg,720 mm x 495 mm x 270 mm,22 kg,Info Not Available,Info Not Available,Yes,3.8 W/W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Yes,Yes,Yes,Info Not Available,Info Not Available,HD Filter,Yes,Yes,Info Not Available,Info Not Available,Yes,Info Not Available,Yes,Info Not Available,"AC 230 V, 50 Hz",990 W,Info Not Available,Info Not Available,575 CMH,LCD Remote,Info Not Available,Info Not Available,LED,Info Not Available,Emergency Use,Info Not Available,"IDU Fin: Hydrophylic Aluminium Golden, Copper Tubes: Inner Grooved",Info Not Available,"Half Load Capacity: 2125 W, Wide Operating Voltage Range: AC 145 - 270 V, Half Load Power: 520 W",Info Not Available,Air Vent: Cross Flow,Info Not Available
"LG 1.5 Ton 3 Star Split Dual Inverter AC  - White  (LS-Q18JNXA, Copper Condenser)",https://www.flipkart.com/lg-1-5-ton-3-star-split-dual-inverter-ac-white/p/itmd4cb1fb570420?pid=ACNFZDFDAM9HPD7F&lid=LSTACNFZDFDAM9HPD7F3LITN6&marketplace=FLIPKART&srno=b_1_21&otracker=browse&fm=organic&iid=9caa1db4-deba-4aec-84c7-43a3876d3293.ACNFZDFDAM9HPD7F.SEARCH&ssid=tfe0pmzr280000001585503399736,55990,LG,"1 Indoor Unit, 1 Outdoor Unit, Inter Connecting Pipe, Remote, User Manual, Warranty Card, 2 AAA Batteries",Split,LS-Q18JNXA,1.5 Ton,3 Star BEE Rating,2020,White,No,5000 W,Dual Rotary,Yes,Yes,R32,Copper,83.7 cm x 30.8 cm x 18.9 cm,9 kg,77 cm x 54.5 cm x 28.8 cm,32 kg,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Ocean Black Fin,Yes,Yes,Yes,Yes,Info Not Available,Info Not Available,HD Filter,Yes,Yes,Info Not Available,Info Not Available,Yes,Yes,Yes,Info Not Available,AC 230 V,1050.84 W,Info Not Available,2 AAA Batteries,Info Not Available,Info Not Available,Info Not Available,Dualcool,Info Not Available,Upto 150 sq ft sq ft,"Super Silent Operation, Himalaya Cool for Instant Cooling, Hi-Grooved Copper, Stabilizer Free Operation, Smart Diagnosis, Himalaya Cool, Monsoon Comfort, Cools at 52 DegreeC",Info Not Available,Info Not Available,Info Not Available,Info Not Available,No,Info Not Available,Info Not Available
"Onida 1 Ton 3 Star Split Inverter AC  - White  (IR123RHO, Copper Condenser)",https://www.flipkart.com/onida-1-ton-3-star-split-inverter-ac-white/p/itm8eb8c4b6636a5?pid=ACNFMDRPYRMYHZFQ&lid=LSTACNFMDRPYRMYHZFQY2DIIK&marketplace=FLIPKART&srno=b_1_22&otracker=browse&fm=organic&iid=9caa1db4-deba-4aec-84c7-43a3876d3293.ACNFMDRPYRMYHZFQ.SEARCH&ssid=tfe0pmzr280000001585503399736,42990,Onida,"1 Indoor Unit, 1 Outdoor Unit, Remote, User Manual, Connecting Pipe, Wall Holder",Split,IR123RHO,1 Ton,3 Star BEE Rating,2020,White,Info Not Available,3600 W,Rotary,Yes,Yes,R32,Copper,77.7 cm x 25 cm x 20.5 cm,8 kg,75.4 cm x 52.2 cm x 30 cm,25 kg,Info Not Available,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Yes,No,Yes,No,No,Info Not Available,Yes,Info Not Available,Yes,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,"AC 220 - 240 V, 50 Hz",1280 W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,LED,Info Not Available,"4 Way Cooling, Golden Hydrophilic Fins, I-Feel Sensor",Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
"Midea 1 Ton 3 Star Split AC  - White  (12K 3 STAR SANTIS PRO CLS R32(MF001)/FIXED SPEED R32 ODU(MF001), Copper Condenser)",https://www.flipkart.com/midea-1-ton-3-star-split-ac-white/p/itmfcschgexzfka3?pid=ACNFCSCHSGFGY9B5&lid=LSTACNFCSCHSGFGY9B56Q3FIY&marketplace=FLIPKART&srno=b_1_23&otracker=browse&fm=organic&iid=9caa1db4-deba-4aec-84c7-43a3876d3293.ACNFCSCHSGFGY9B5.SEARCH&ssid=tfe0pmzr280000001585503399736,39600,Midea,"1 Indoor Unit, 1 Outdoor Unit, Kit, Remote, 2 Batteries, User Manual",Split,12K 3 STAR SANTIS PRO CLS R32(MF001)/FIXED SPEED R32 ODU(MF001),1 Ton,3 Star BEE Rating,2019,White,No,3550 W,Rotary Compressor,Yes,Yes,R32,Copper,80.5 cm x 28.5 cm x 20.5 cm,7.7 kg,78 cm x 54 cm x 25 cm,28.7 kg,"High - 39 dB, Low - 32 dB",No,Yes,Info Not Available,Info Not Available,Hydrophilic Aluminium Fin,Aluminium Slit Fin,Yes,Yes,No,Yes,Info Not Available,Info Not Available,"HD Filter, Air cleaner, AG Plus Nano Filter",Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",980 W,Info Not Available,2 AAA Batteries,Info Not Available,Info Not Available,Info Not Available,Info Not Available,IDU Temp Display,Info Not Available,Info Not Available,Info Not Available,Info Not Available,"Refrigerant Leakage Detector, Double Drain (Easy Installation), Dry Mode, Auto Fan Speed, Auto Cleanser, Follow Me, Auto Mode,",Info Not Available,Yes,Info Not Available,Info Not Available
"Carrier 1.5 Ton 5 Star Split Inverter AC  - White  (18K 5 Star Ester Neo Hybridjet Inverter R32 (I015) / 18K 5 Star Hybridjet Inverter R32 ODU (I015), Copper Condenser)",https://www.flipkart.com/carrier-1-5-ton-5-star-split-inverter-ac-white/p/itmfcschahwf3hhg?pid=ACNFCSCHKV3MAGBG&lid=LSTACNFCSCHKV3MAGBGPCDZME&marketplace=FLIPKART&srno=b_1_24&otracker=browse&fm=organic&iid=9caa1db4-deba-4aec-84c7-43a3876d3293.ACNFCSCHKV3MAGBG.SEARCH&ssid=tfe0pmzr280000001585503399736,62900,Carrier,1 Indoor UnitManualKit1 Outdoor Unit2 BatteriesRemote,Split,18K 5 Star Ester Neo Hybridjet Inverter R32 (I015) / 18K 5 Star Hybridjet Inverter R32 ODU (I015),1.5 Ton,5 Star BEE Rating,2019,White,No,5200 W,Rotary,Yes,Yes,R32,Copper,965 mm x 324 mm x 228 mm,12.2 kg,780 mm x 540 mm x 250 mm,31.5 kg,"High - 44 dB, Low - 38 dB",No,Yes,Info Not Available,Info Not Available,Hydrophilic Aluminium Fin,Aluminium Slit Fin,Yes,Yes,No,Yes,Info Not Available,Info Not Available,PM 2.5 Filter and Air Cleaner,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",1520 W,Yes,2 AAA Batteries,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Hidden Display,Info Not Available,Info Not Available,7.3 A,Info Not Available,"High Ambient, Stabilizer Free Operation (Even at 52 DegreeC), Flexi Cool, Refrigerant Leakage Detector",Half Load Cooling Capacity: 2600 W,Yes,Info Not Available,Info Not Available
"Carrier 1.5 Ton 5 Star Split Inverter AC  - White  (18K 5 STAR ESTER NEO-i HYBRIDJET INVERTER R32 SPLIT AC, Copper Condenser)",https://www.flipkart.com/carrier-1-5-ton-5-star-split-inverter-ac-white/p/itmadc9058ce01c1?pid=ACNFZVZZAC57S52H&lid=LSTACNFZVZZAC57S52H5GDSGS&marketplace=FLIPKART&srno=b_2_25&otracker=browse&fm=organic&iid=840b39b4-2a94-41d5-88f4-0465af2ce389.ACNFZVZZAC57S52H.SEARCH&ssid=1hzyfy3nc00000001585503447752,59990,Carrier,"1 Indoor Unit, 1 Outdoor Unit, Inter Connecting Pipe, Remote, 2 Batteries, Remote Holder, User Manual, Warranty Card",Split,18K 5 STAR ESTER NEO-i HYBRIDJET INVERTER R32 SPLIT AC,1.5 Ton,5 Star BEE Rating,2020,White,No,5276 W,Rotary,Yes,Yes,R32,Copper,96.5 cm x 32.4 cm x 22.8 cm,12.2 kg,78 cm x 54 cm x 25 cm,31.5 kg,Low - 38 dB,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Yes,No,Yes,Info Not Available,Info Not Available,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,"AC 230 V, 50 Hz",1500 W,Info Not Available,2,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Yes,Info Not Available,2 Way Cooling,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
"Whirlpool 1 Ton 3 Star Split AC  - White, Grey  (1.0T Magicool Elite Pro 3S COPR, Copper Condenser)",https://www.flipkart.com/whirlpool-1-ton-3-star-split-ac-white-grey/p/itmffaahufww2vze?pid=ACNFFAAH42AHMWBE&lid=LSTACNFFAAH42AHMWBEE84ZXQ&marketplace=FLIPKART&srno=b_2_26&otracker=browse&fm=organic&iid=840b39b4-2a94-41d5-88f4-0465af2ce389.ACNFFAAH42AHMWBE.SEARCH&ssid=1hzyfy3nc00000001585503447752,38000,Whirlpool,1 Indoor UnitWireInstallation PipeUser Manual1 Outdoor UnitRemote,Split,1.0T Magicool Elite Pro 3S COPR,1 Ton,3 Star BEE Rating,2019,"White, Grey",No,3500 W,Rotary,Yes,Yes,R32,Copper,800 mm x 295 mm x 230 mm,11 kg,780 mm x 557 mm x 241 mm,33.5 kg,Info Not Available,Info Not Available,Yes,3.57 W/W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,No,Yes,Info Not Available,Info Not Available,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,Yes,Info Not Available,Yes,Info Not Available,"AC 230 V, 50 Hz",980 W,No,Info Not Available,Info Not Available,Info Not Available,Info Not Available,MPFI Technology,Info Not Available,Info Not Available,6th Sense Fast Cool,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
"Panasonic 1.5 Ton 5 Star Split Twin Cool Inverter AC - White  (CS/CU-NU18WKYW, Copper Condenser)",https://www.flipkart.com/panasonic-1-5-ton-5-star-split-twin-cool-inverter-ac-white/p/itm19cb4661a0557?pid=ACNFZYTHZGA5GBZS&lid=LSTACNFZYTHZGA5GBZSZKSBOC&marketplace=FLIPKART&srno=b_2_27&otracker=browse&fm=organic&iid=840b39b4-2a94-41d5-88f4-0465af2ce389.ACNFZYTHZGA5GBZS.SEARCH&ssid=1hzyfy3nc00000001585503447752,54500,Panasonic,1 Indoor Unit1 Outdoor UnitRemote ControllerPiping KitUser ManualWarranty Card,Split,CS/CU-NU18WKYW,1.5 Ton,5 Star BEE Rating,2020,White,No,5100 W,Twin Rotary,Yes,Yes,R-32,Copper,107 cm x 29 cm x 23.5 cm,11.5 kg,78 cm x 55.7 cm x 24.1 cm,28 kg,Info Not Available,Info Not Available,Info Not Available,4.7 W/W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Yes,Yes,Info Not Available,Info Not Available,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,AC 100 - 240 V,840.75 W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,"Humidity Free Cooling, Dry Mode Dehumidifier, Health Friendly Technology, PM 2.5 Filter, Faster, Quicker Cooling, Anti Corrosion Blue Fin Technology, Shield-Blu 2x Increased Heat Exchanger Life Span, Energy Saving Performance, Twin Cool Inverter",Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
"MarQ by Flipkart 1.5 Ton 5 Star Split Inverter AC  - White  (FKAC155SIAA, Copper Condenser)",https://www.flipkart.com/marq-flipkart-1-5-ton-5-star-split-inverter-ac-white/p/itmfdfjxhqjfjfvh?pid=ACNFDFJXFQGGZZVG&lid=LSTACNFDFJXFQGGZZVGFSJ7O7&marketplace=FLIPKART&srno=b_2_28&otracker=browse&fm=organic&iid=840b39b4-2a94-41d5-88f4-0465af2ce389.ACNFDFJXFQGGZZVG.SEARCH&ssid=1hzyfy3nc00000001585503447752,56999,MarQ by Flipkart,"1 Indoor Unit, 1 Outdoor Unit, 1 Remote Control, 2 N AAA Batteries, 1 Set Installation Plates & Screws , 1 Wiring & 1 N User Manual, 3 meter Copper pipe",Split,FKAC155SIAA,1.5 Ton,5 Star BEE Rating,2019,White,No,5100 W,Dual Rotary,Yes,Yes,R-32,Copper,1000 mm x 230 mm x 295 mm,14 kg,780 mm x 557 mm x 241 mm,37.5 kg,Info Not Available,Info Not Available,Yes,4.6 W/W,Info Not Available,Blue-fin,Bare Aluminium,Yes,Yes,No,Yes,No,No,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,Yes,Yes,Yes,Info Not Available,"AC 230 V, 50 Hz",1370 W,Info Not Available,2 AAA Batteries,Info Not Available,Info Not Available,Info Not Available,"Innocool, Energy Efficient Inverter Technology",Yes,Info Not Available,Hidden DisplayFaster Cooling,6.2 A,Rust Proof Casing,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
"Godrej 1 Ton 3 Star Split AC  - White  (GSC 12RTC3-WRA, Copper Condenser)",https://www.flipkart.com/godrej-1-ton-3-star-split-ac-white/p/itmfcsjn2nz7uchd?pid=ACNFCSJNFKMTWDWC&lid=LSTACNFCSJNFKMTWDWCPBGDHJ&marketplace=FLIPKART&spotlightTagId=TrendingId_j9e%2Fabm%2Fc54&srno=b_2_29&otracker=browse&fm=organic&iid=840b39b4-2a94-41d5-88f4-0465af2ce389.ACNFCSJNFKMTWDWC.SEARCH&ssid=1hzyfy3nc00000001585503447752,44900,Godrej,"1 Indoor Unit, 1 Outdoor Unit, Inter Connecting Pipe, Remote, User Manuals, Warranty Card",Split,GSC 12RTC3-WRA,1 Ton,3 Star BEE Rating,2019,White,Info Not Available,3400 W,Rotary,Yes,Yes,R32,Copper,80 cm x 29.2 cm x 22.2 cm,9.3 kg,78.1 cm x 55.7 cm x 24.1 cm,29.5 kg,Info Not Available,Yes,Yes,Info Not Available,Info Not Available,Hydrophilic Blue Fin Evaporator,Copper Condenser with Anticorrosive Blue Fins,Info Not Available,Info Not Available,Yes,Yes,Info Not Available,Yes,"Active Carbon, Anti Bacterial and Dust Filter",Yes,Yes,Info Not Available,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,AC 230 V,955 W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
"Midea 1.5 Ton 3 Star Split AC  - White  (18K 3 Star Santis Pro R32(MF004)/Fixed Speed R32 ODU(MF004), Copper Condenser)",https://www.flipkart.com/midea-1-5-ton-3-star-split-ac-white/p/itmfcsche9gcctbx?pid=ACNFCSCH7BX2EPP9&lid=LSTACNFCSCH7BX2EPP9QUGMYD&marketplace=FLIPKART&srno=b_2_30&otracker=browse&fm=organic&iid=840b39b4-2a94-41d5-88f4-0465af2ce389.ACNFCSCH7BX2EPP9.SEARCH&ssid=1hzyfy3nc00000001585503447752,47200,Midea,"1 Indoor Unit, 1 Outdoor Unit, Kit, Batteries, User Manual",Split,18K 3 Star Santis Pro R32(MF004)/Fixed Speed R32 ODU(MF004),1.5 Ton,3 Star BEE Rating,2019,White,No,5100 W,Rotary Compressor,Yes,Info Not Available,R32,Copper,958 mm x 302 mm x 213 mm,12.5 kg,900 mm x 690 mm x 320 mm,42.5 kg,"High - 42 dB, Low - 36 dB",No,Yes,Info Not Available,Info Not Available,Hydrophilic Aluminium Fin,Aluminium Slit Fin,Yes,Yes,No,Yes,Info Not Available,Info Not Available,AG Plus Nano Filter,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",1436 W,Info Not Available,2 AAA Batteries,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Yes,Info Not Available,Info Not Available
"Hitachi 1.5 Ton 3 Star Split AC  - White  (ESNS/CSNS/RSNS318HCDO, Copper Condenser)",https://www.flipkart.com/hitachi-1-5-ton-3-star-split-ac-white/p/itm7b2cdac30432a?pid=ACNFN93BNJT6KU3V&lid=LSTACNFN93BNJT6KU3VKJRJE1&marketplace=FLIPKART&srno=b_2_31&otracker=browse&fm=organic&iid=840b39b4-2a94-41d5-88f4-0465af2ce389.ACNFN93BNJT6KU3V.SEARCH&ssid=1hzyfy3nc00000001585503447752,47690,Hitachi,1 Indoor Unit1 Outdoor UnitInstallation KitManualRemote,Split,ESNS/CSNS/RSNS318HCDO,1.5 Ton,3 Star BEE Rating,2019,White,Info Not Available,5303 W,Rotary,Yes,Yes,R32,Copper,968 mm x 294 mm x 240 mm,11.2 kg,750 mm x 548 mm x 288 mm,43 kg,Info Not Available,Info Not Available,Info Not Available,3.55 W/W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,No,Yes,Info Not Available,Info Not Available,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,"AC 230 V, 50 Hz",1495 W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
"Lloyd 1.5 Ton 3 Star Split Inverter AC  - White  (LS18I36FH, Copper Condenser)",https://www.flipkart.com/lloyd-1-5-ton-3-star-split-inverter-ac-white/p/itm13fe2ead49bd3?pid=ACNFZQG6PHXUZGH3&lid=LSTACNFZQG6PHXUZGH3GZMTEB&marketplace=FLIPKART&srno=b_2_32&otracker=browse&fm=organic&iid=840b39b4-2a94-41d5-88f4-0465af2ce389.ACNFZQG6PHXUZGH3.SEARCH&ssid=1hzyfy3nc00000001585503447752,59990,Lloyd,1 Indoor Unit1 Remote Control1 Connecting WireUser Manual1 Installation Accessory Kit1 Drain Pipe,Split,LS18I36FH,1.5 Ton,3 Star BEE Rating,2019,White,No,5100 W,Rotary,Yes,Yes,R-32,Copper,91 cm x 31 cm x 22.5 cm,12.8 kg,80 cm x 54.5 cm x 31.5 cm,31.5 kg,Info Not Available,Info Not Available,Info Not Available,3.55 W/W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Yes,Yes,Info Not Available,Info Not Available,Info Not Available,Yes,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,"AC 230 V, 50 Hz",1420 W,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Info Not Available
"Midea 1.5 Ton 5 Star Split Inverter AC  - White  (18K 5 Star Santis Pro Ryl Inverter R32 (MI005) / 18K 5 Star Inverter R32 ODU (MI005), Copper Condenser)",https://www.flipkart.com/midea-1-5-ton-5-star-split-inverter-ac-white/p/itmfcschwjnpuzdh?pid=ACNFCSCHNHBUFJBW&lid=LSTACNFCSCHNHBUFJBW81LFMB&marketplace=FLIPKART&srno=b_2_33&otracker=browse&fm=organic&iid=840b39b4-2a94-41d5-88f4-0465af2ce389.ACNFCSCHNHBUFJBW.SEARCH&ssid=1hzyfy3nc00000001585503447752,58500,Midea,1 Indoor UnitManualKit1 Outdoor Unit2 BatteriesRemote,Split,18K 5 Star Santis Pro Ryl Inverter R32 (MI005) / 18K 5 Star Inverter R32 ODU (MI005),1.5 Ton,5 Star BEE Rating,2019,White,No,5050 W,Rotary,Yes,Yes,R32,Copper,940 mm x 275 mm x 205 mm,10.3 kg,780 mm x 540 mm x 250 mm,31.5 kg,"High - 42 dB, Low - 37 dB",No,Yes,Info Not Available,"High Ambient Temperature upto 52 DegreeC, Auto Cleanser",Hydrophilic Aluminium Fin,Aluminium Slit Fin,Yes,Yes,No,No,Info Not Available,Info Not Available,AG Plus Nano Filter,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",1490 W,Info Not Available,2 AAA Batteries,Info Not Available,Info Not Available,Info Not Available,Info Not Available,Hidden Display,Info Not Available,Info Not Available,7.2 A,Info Not Available,"High Ambient, Stabilizer Free Operation (Even at 48DegreeC), Intelligent CRF Alert",Info Not Available,Yes,Info Not Available,Info Not Available
